#t=0はテープを貼ってすぐの値。 2023/11/20 12:39
36.14	59.01	58.01	64.07
38.43	61.77	60.72	65.96
38.43	40.09	45.05	48.74
40.09	45.05	48.74	50.09
38.43	52.22	38.43	36.59
41.14	54.82	41.14	39.32
