80dC					
0.00	8.42	7.77	8.31	8.02
58.70	4.845	5.00	5.245	6.105
107.07	5.29	5.2	5.075	5.42
327.63	5.17	4.82	4.7	4.84
667.17	4.945	5.305	5.36	5.485
